subjects	S	flankers	R	rt
7	left	incongruent	left	0.216017695693561
7	left	congruent	left	0.43449015700577
7	left	incongruent	left	0.68100873216107
7	right	congruent	right	0.226867379427744
7	left	congruent	left	0.206761241675995
7	left	incongruent	left	0.365177984490224
7	left	incongruent	left	0.200503469223829
7	left	incongruent	left	0.204395367952157
7	left	incongruent	left	0.299099320180864
7	right	incongruent	right	0.630674720632279
7	right	incongruent	right	0.378635061689914
7	left	incongruent	left	0.425034144200169
7	left	incongruent	left	0.454484835229454
7	right	incongruent	right	0.375211185212539
7	left	incongruent	left	1.38364767472671
7	right	incongruent	right	0.17639378575746
7	left	congruent	left	0.727679543790049
7	left	congruent	left	0.281814831942795
7	left	congruent	left	0.340696334037162
7	right	congruent	right	0.365001636781671
7	left	congruent	left	0.364145204414677
7	right	incongruent	right	0.268748718708198
7	right	incongruent	left	0.336988973146563
7	left	congruent	left	0.267896075901609
7	right	congruent	right	0.291529919841984
7	left	incongruent	left	0.299383970768284
7	left	incongruent	left	0.392820310317551
7	right	congruent	right	0.297584948134244
7	left	incongruent	left	0.191632247826944
7	right	congruent	right	0.169161848025854
7	right	incongruent	right	0.187425558094996
7	right	incongruent	right	0.448210062107924
7	right	incongruent	right	0.356400465785955
7	left	incongruent	left	0.399132489975086
7	right	incongruent	right	0.408466075090752
7	right	congruent	right	0.246443922412798
7	left	congruent	left	0.275048814526313
7	right	incongruent	right	0.192639486451045
7	left	congruent	left	0.280914414209856
7	right	incongruent	right	0.76343618511696
7	left	congruent	left	0.238174430097083
7	right	congruent	right	0.185815841267429
7	left	congruent	left	0.340129354293544
7	right	incongruent	right	0.506646413093051
7	right	congruent	right	0.336229957977756
7	left	incongruent	left	0.459981255504302
7	left	incongruent	left	0.438895668318315
7	right	incongruent	right	0.432441710714114
7	left	congruent	left	0.173663625117742
7	left	congruent	left	0.573608701652482
7	left	incongruent	right	0.502789916391016
7	right	congruent	right	0.225596593682004
7	left	congruent	left	0.336480214828768
7	left	congruent	left	0.274734457831849
7	right	congruent	right	0.30800375048693
7	left	congruent	left	0.245801823083572
7	left	congruent	right	0.221603011315673
7	right	incongruent	left	0.260841179178968
7	left	incongruent	left	0.376761060131725
7	right	congruent	right	0.222439708391651
7	right	incongruent	right	0.56196367246137
7	right	congruent	right	0.328367668969163
7	right	incongruent	right	0.771719682310658
7	left	congruent	right	0.40553540080239
7	right	congruent	right	0.208143690567577
7	left	congruent	left	0.528056919625864
7	left	congruent	left	0.500727621118635
7	left	congruent	right	0.255696597784853
7	left	incongruent	left	0.562510211130894
7	right	incongruent	left	0.402301280232816
7	left	incongruent	left	0.453471272407438
7	left	congruent	left	0.323878591643257
7	right	congruent	right	0.275794292252166
7	left	incongruent	left	1.21429297792935
7	left	congruent	left	0.263918435158464
7	left	congruent	left	0.45481318158917
7	right	incongruent	right	0.266212851657041
7	left	congruent	left	0.339406276169694
7	right	congruent	right	0.462707942032531
7	right	congruent	right	0.212633849370828
7	left	congruent	right	0.308326997689431
7	right	incongruent	right	0.277540857351008
7	left	congruent	left	0.373232467531947
7	right	congruent	left	0.396324172557874
7	left	congruent	left	0.903855041877483
7	left	congruent	right	0.279967124373891
7	left	congruent	left	0.315857047743859
7	right	congruent	left	0.515456161266853
7	right	congruent	left	0.269470653859709
7	left	incongruent	left	0.461878836324264
7	left	congruent	left	0.353572249617269
7	right	congruent	right	0.590358013095991
7	left	congruent	left	0.220278839238536
7	left	incongruent	left	0.177417274976861
7	left	congruent	left	0.156895707211264
7	left	congruent	left	0.322531466006273
7	left	incongruent	right	0.237938185087398
7	right	incongruent	right	0.480986722222311
7	left	incongruent	left	0.224774755145496
7	right	congruent	right	0.221197381518826
7	left	incongruent	left	0.675663755790117
7	left	incongruent	right	0.449705226326599
7	left	congruent	left	0.207559354359666
7	left	congruent	left	0.21341964851086
7	right	incongruent	right	0.622811321402188
7	right	congruent	right	0.450879578823354
7	right	congruent	left	0.254322147269531
7	right	congruent	right	0.156945426068853
7	right	incongruent	right	0.260536096980897
7	right	incongruent	right	0.697207928248273
7	left	incongruent	left	0.180696711667245
7	left	incongruent	left	0.192856004770658
7	left	congruent	right	0.286136506078591
7	right	incongruent	right	0.192091790369999
7	left	incongruent	left	0.368512798077892
7	right	incongruent	right	0.733838735029132
7	right	incongruent	left	0.292473502038641
7	right	incongruent	right	0.296234869408336
7	right	incongruent	right	0.291089869217173
7	left	incongruent	left	0.380110604901792
7	left	congruent	left	0.666904016986513
7	left	congruent	left	0.274189007655054
7	left	congruent	left	0.188090388283459
7	right	congruent	right	0.440214160059247
7	left	incongruent	left	0.401917539433094
7	left	incongruent	left	0.238326628006167
7	right	congruent	right	0.443700704509954
7	right	incongruent	right	0.140438512369581
7	left	incongruent	left	0.777177602387589
7	right	congruent	right	1.16340983616811
7	left	incongruent	right	0.374360099007889
7	right	incongruent	right	0.511407602893727
7	right	incongruent	right	0.965578996668504
7	left	congruent	left	0.603777461348089
7	left	incongruent	left	0.31070595748133
7	left	congruent	left	0.19824759800168
7	right	congruent	right	0.167032075481538
7	right	incongruent	right	0.22558779121517
7	left	congruent	left	0.33436531157546
7	right	incongruent	right	0.150943080888239
7	right	incongruent	right	0.309535634240597
7	left	congruent	right	0.43102195275042
7	left	incongruent	left	0.587285748079529
7	right	congruent	right	0.173978883004839
7	left	incongruent	left	0.467128088180792
7	right	incongruent	left	0.670507152556538
7	right	incongruent	left	0.268352258939004
7	left	incongruent	left	0.312362833415289
7	left	congruent	left	0.536640386995253
7	right	congruent	right	0.709421367097861
7	right	incongruent	right	0.528183815016573
7	right	congruent	right	0.358146145094535
7	right	congruent	right	1.07747373164013
7	right	incongruent	right	0.195733310801892
7	left	congruent	left	0.640514341388506
7	left	congruent	left	0.199125307358445
7	right	congruent	right	0.704745052018465
7	left	congruent	left	0.274303142659777
7	right	incongruent	right	0.485832459169538
7	right	incongruent	left	0.402677908972849
7	left	incongruent	right	0.730839753002958
7	left	congruent	right	1.07558606912388
7	right	congruent	right	0.251186888365301
7	left	incongruent	left	0.359710362954702
7	left	incongruent	left	0.310125989388245
7	right	congruent	left	0.326216494678206
7	right	incongruent	right	0.158316306769316
7	left	congruent	left	0.352545361707682
7	left	incongruent	left	0.16831531605642
7	right	congruent	right	0.158847729572819
7	left	incongruent	left	0.392689185448795
7	left	incongruent	left	0.229984375030888
7	left	incongruent	left	0.193404866518637
7	right	incongruent	right	0.258050621688088
7	right	incongruent	right	0.267788682771375
7	left	congruent	left	0.209470072606097
7	left	incongruent	left	0.552324630716205
7	right	incongruent	right	0.534701167415407
7	left	incongruent	left	0.255439275673028
7	left	incongruent	left	0.819131817615607
7	left	incongruent	left	0.342043832264711
7	right	incongruent	right	0.539180586659559
7	right	congruent	left	0.290568665152748
7	right	incongruent	right	0.54531534345164
7	left	incongruent	left	0.170976853512032
7	left	incongruent	left	0.344989142832678
7	right	congruent	right	0.437873531557349
7	right	incongruent	right	0.284084318144542
7	left	congruent	left	0.339486701008425
7	right	incongruent	right	0.45827608590357
7	right	congruent	right	0.47255818233748
7	left	congruent	right	0.228472026567197
7	left	incongruent	left	0.62837955940823
7	left	incongruent	left	0.248513555832626
7	left	congruent	left	0.698952469024488
7	left	congruent	left	0.202950768204501
7	right	congruent	right	0.227241372696426
7	left	incongruent	left	0.209448762971615
7	left	congruent	left	0.499078781737848
7	right	congruent	right	0.287818272930642
7	left	congruent	left	0.56032643898721
7	left	congruent	left	0.183932605605111
7	left	incongruent	left	0.416882531346006
7	right	incongruent	right	0.327455413923791
7	right	incongruent	left	0.233182504155571
7	right	congruent	right	0.224502073626062
7	left	incongruent	left	0.203076506821019
7	right	congruent	right	0.18550496245424
7	right	congruent	right	0.841290711885334
7	right	congruent	right	0.421108145632647
7	right	congruent	right	0.291365152709019
7	left	congruent	left	0.558403948557688
7	right	congruent	right	0.201717928094752
7	left	incongruent	left	0.377497741361987
7	right	congruent	right	0.276340104974965
7	right	congruent	right	0.21018635935917
7	right	incongruent	right	0.257258369727346
7	right	incongruent	right	0.268045760374416
7	left	congruent	right	0.403757598567679
7	left	congruent	left	0.345260750941517
7	left	incongruent	left	0.688969480907515
7	left	incongruent	left	0.324728420816018
7	right	congruent	left	0.257107023608246
7	left	congruent	right	0.361999459066324
7	right	incongruent	right	0.363404665411103
7	right	incongruent	right	0.243120577961142
7	right	congruent	right	0.912238402694859
7	right	incongruent	right	0.334030586587264
7	right	incongruent	right	0.303401654936037
7	left	incongruent	left	0.187114852579303
7	right	incongruent	right	0.458468376250141
7	right	incongruent	left	0.347327842570331
7	left	incongruent	left	0.231523263147241
7	right	incongruent	right	0.332541011192603
7	left	incongruent	right	0.353588102000838
7	left	incongruent	left	0.873951269073196
7	left	incongruent	left	0.201497279950054
7	right	incongruent	left	0.182268320503216
7	right	congruent	left	0.58511335358314
7	right	congruent	right	0.357827632102721
7	right	incongruent	right	0.294228169938487
7	right	congruent	right	0.223651777500435
7	left	congruent	left	0.181543784036381
7	right	congruent	right	0.438769142370862
7	right	incongruent	right	0.283405035462881
7	right	congruent	left	0.474590166618595
7	right	congruent	right	0.359543414728036
7	left	congruent	left	0.280926834873773
7	left	incongruent	left	0.212241433403323
7	left	congruent	left	0.284444716321798
7	right	congruent	right	0.146396524307298
7	right	incongruent	right	0.527971601378791
7	left	incongruent	left	0.279854424695892
7	right	incongruent	right	0.297345083685858
7	left	congruent	left	0.236540795742998
7	left	incongruent	left	0.548535650386449
7	left	congruent	left	0.540101472834769
7	right	incongruent	left	0.594411810783436
7	left	congruent	left	0.550974750501579
7	left	incongruent	right	0.554300826152814
7	left	congruent	right	0.372550122062964
7	left	congruent	left	0.419723725413223
7	left	incongruent	left	0.232002491774964
7	left	congruent	left	0.477456032447305
7	left	congruent	right	0.404165927969251
7	right	incongruent	right	0.383597542668583
7	left	congruent	left	0.157065982132033
7	right	congruent	right	0.414500243377501
7	right	congruent	right	0.231639554092521
7	left	incongruent	left	0.222248654145217
7	right	congruent	left	0.412016914370271
7	right	congruent	left	0.521971166881961
7	left	congruent	left	0.225141658782231
7	right	incongruent	right	0.227332290777716
7	left	incongruent	left	0.434947125276815
7	right	incongruent	right	0.264148748669837
7	right	incongruent	right	0.316926462843605
7	right	congruent	left	0.284993109747716
7	left	congruent	left	0.417020088733919
7	right	congruent	right	0.416116577892745
7	right	incongruent	right	0.409618550792073
7	right	congruent	right	0.173424168490964
7	right	incongruent	right	0.25261523663155
7	left	congruent	left	0.264275143184924
7	left	congruent	left	0.287096246786885
7	left	incongruent	left	0.329542239927173
7	right	congruent	right	0.367448387175308
7	right	incongruent	right	0.555097403157276
7	left	incongruent	left	0.419592610133956
7	left	congruent	left	0.632739356845032
7	right	congruent	right	0.171446408467791
7	left	incongruent	left	0.392720733797726
7	right	incongruent	right	0.234964532167061
7	left	incongruent	left	0.523251471125065
7	left	congruent	left	0.381944275642551
7	right	congruent	right	0.306826320147637
7	right	incongruent	right	0.279378481212138
7	left	incongruent	left	0.189780016971044
7	right	incongruent	right	0.192634116084052
7	left	incongruent	left	0.445103205347048
7	left	congruent	left	0.327287686242216
7	right	congruent	right	0.550831220459038
7	left	congruent	left	0.304808628276645
7	right	incongruent	right	0.35579949503979
7	left	incongruent	left	0.4082505687561
7	right	congruent	right	0.567809634104853
7	right	congruent	right	0.277009066568894
7	right	incongruent	right	0.264443914475619
7	left	congruent	left	0.189083340360458
7	left	congruent	left	0.282066277353722
7	left	incongruent	right	0.556502955337772
7	right	congruent	right	0.251348592587779
7	left	incongruent	left	0.223616154936729
7	right	congruent	right	0.269554239468196
7	left	congruent	left	0.496263654784224
7	right	congruent	right	0.520117537395454
7	right	congruent	right	0.170105319216529
7	right	congruent	right	0.735361494977692
7	right	incongruent	left	0.698565996994787
7	left	congruent	left	0.482077204391192
7	right	congruent	right	0.304518196135712
7	right	incongruent	right	0.229432461742179
7	right	congruent	right	0.269181126398568
8	right	incongruent	right	0.326302849310035
8	right	incongruent	left	0.272026884487188
8	left	incongruent	left	0.79919349158303
8	right	congruent	right	0.364015773565896
8	left	congruent	left	0.330989200464311
8	left	congruent	left	0.132014956762111
8	right	incongruent	right	0.202381796315569
8	right	congruent	right	0.546092922369529
8	right	incongruent	left	0.798074467904036
8	left	incongruent	left	0.301730248889817
8	left	congruent	left	0.376855862215805
8	right	incongruent	left	0.225708366960301
8	right	incongruent	right	0.431399495684793
8	left	incongruent	left	0.255237794158745
8	right	congruent	right	0.148460539503252
8	left	incongruent	left	0.190539968598552
8	left	congruent	left	0.437764886985189
8	left	incongruent	left	1.64607081141924
8	left	incongruent	left	0.97345840198382
8	left	incongruent	right	0.230682992761019
8	left	incongruent	left	0.223417126515926
8	right	congruent	right	0.408262728322282
8	right	incongruent	right	0.568660848457395
8	right	incongruent	right	0.334048379548066
8	left	incongruent	left	0.267959543577474
8	right	incongruent	left	0.629158005155814
8	left	congruent	left	0.379399349815602
8	left	congruent	left	0.719328371659434
8	left	congruent	left	0.205270956425623
8	right	congruent	right	0.71542352577864
8	right	congruent	right	0.291972222143064
8	right	congruent	right	0.227571480894012
8	right	congruent	right	1.04937352300521
8	right	congruent	right	0.265128399757656
8	right	incongruent	left	0.501612811166538
8	left	incongruent	left	1.16688296000218
8	left	incongruent	right	0.18282738140056
8	right	incongruent	right	0.35223849201359
8	right	congruent	right	0.191357919505307
8	left	incongruent	left	0.354612267480986
8	left	congruent	left	0.194953870900945
8	left	incongruent	left	0.177243532465828
8	left	congruent	left	0.368322935301365
8	right	congruent	right	0.272814551729912
8	right	congruent	right	0.17642991497262
8	right	congruent	right	0.468602276582896
8	right	incongruent	right	0.2329359119147
8	left	congruent	left	0.664500048030022
8	left	incongruent	left	0.350609954059065
8	left	incongruent	right	0.458178812284466
8	right	incongruent	right	0.202654481734964
8	right	incongruent	left	0.404376848598537
8	left	incongruent	right	0.772787111411921
8	left	congruent	left	0.18236436228131
8	right	congruent	right	0.455032312669098
8	right	incongruent	left	0.26644776907452
8	left	congruent	left	0.354174495449884
8	right	congruent	right	0.2599983112037
8	right	incongruent	right	0.284319382405171
8	left	incongruent	left	0.280252021945131
8	left	incongruent	left	0.183133515909571
8	right	incongruent	right	0.222518684644879
8	right	incongruent	left	0.279609630625119
8	right	congruent	right	0.837760828544087
8	right	incongruent	right	0.210406969323398
8	right	congruent	left	0.378624976176832
8	right	congruent	right	0.294277801017961
8	left	congruent	left	0.164075767994576
8	left	congruent	left	0.217412097802723
8	left	congruent	left	0.801505313670543
8	right	congruent	right	0.204525916998357
8	left	congruent	left	0.216219834018837
8	left	incongruent	right	0.224246793374756
8	right	incongruent	right	0.78372911679456
8	left	congruent	left	0.185892272326321
8	left	incongruent	left	0.414803258861533
8	left	incongruent	right	0.234737600465281
8	right	incongruent	right	1.43045089087033
8	right	congruent	right	0.127637064999595
8	right	incongruent	right	0.66848039092062
8	right	congruent	right	0.168088407410447
8	left	congruent	left	0.367926426575321
8	left	incongruent	left	0.162765329608052
8	right	incongruent	right	0.567735910271505
8	right	congruent	right	0.176847153961051
8	left	congruent	left	0.169526492604437
8	right	congruent	right	0.552289785343159
8	right	incongruent	left	0.729678888244244
8	right	congruent	right	0.316209403226449
8	right	congruent	right	0.181450050076411
8	right	incongruent	right	0.795638932066032
8	right	congruent	right	0.270745444167699
8	left	congruent	left	0.629634647565941
8	right	congruent	right	0.176745962636449
8	right	incongruent	left	0.542917206166354
8	right	incongruent	right	0.548912727112168
8	left	congruent	left	0.239278158454313
8	right	incongruent	right	0.395600177783421
8	left	congruent	right	0.174633741871166
8	right	congruent	right	0.512572164906039
8	left	congruent	left	0.244402196828082
8	left	incongruent	left	0.238277645235964
8	right	congruent	right	0.31268369663722
8	right	congruent	right	0.318201142350033
8	right	congruent	right	0.636238005386397
8	right	incongruent	left	0.466534863352318
8	left	congruent	left	0.545285047975874
8	right	congruent	right	0.20821233080506
8	right	incongruent	right	0.153606116601562
8	right	congruent	right	0.26793740295566
8	left	incongruent	left	0.228905733697135
8	left	incongruent	left	0.436614259098858
8	right	incongruent	right	0.365729474512832
8	left	congruent	left	0.421638960413386
8	right	congruent	right	0.20679332968132
8	left	incongruent	left	0.319252590180238
8	right	incongruent	left	0.34672710758222
8	left	incongruent	left	0.233027817149997
8	right	congruent	right	0.229272734411467
8	left	incongruent	left	0.248129017749375
8	right	congruent	right	0.1259086662616
8	left	congruent	left	0.311960888206577
8	left	congruent	left	0.1860728761929
8	left	congruent	left	0.26183406210665
8	left	congruent	left	0.265916253067962
8	left	congruent	left	0.499018962112006
8	left	incongruent	left	0.39952164810534
8	left	congruent	left	0.7590916519346
8	left	congruent	left	1.30827517537629
8	right	congruent	right	0.294727748725993
8	left	incongruent	left	0.310960697575866
8	left	incongruent	left	0.720286581947798
8	right	congruent	right	0.301043722068674
8	left	congruent	left	0.207746284454652
8	right	incongruent	right	0.156105903368869
8	left	congruent	left	0.156122832262804
8	right	incongruent	right	0.814488503922694
8	right	incongruent	right	0.492627818157725
8	right	incongruent	right	0.571344297502851
8	right	incongruent	right	0.439194942310936
8	left	congruent	left	0.999697139397248
8	right	incongruent	right	0.530070623671509
8	left	congruent	left	0.186729681051213
8	right	incongruent	right	0.503029826317998
8	right	incongruent	right	0.591269512830005
8	right	incongruent	left	0.217631464386794
8	left	congruent	left	0.166055085924118
8	left	congruent	left	0.489340293977583
8	right	incongruent	left	0.149099982287264
8	right	congruent	right	0.159847215029599
8	right	congruent	right	0.315935955774721
8	right	incongruent	right	0.469458786774209
8	right	incongruent	right	0.374356098607679
8	left	incongruent	left	0.166696590279216
8	right	incongruent	right	0.202303682147822
8	left	incongruent	left	0.42826561967103
8	left	congruent	left	0.142705044152128
8	left	incongruent	left	0.849546253820845
8	left	incongruent	left	0.300541717193891
8	left	incongruent	left	0.932825292992397
8	right	congruent	right	0.389721955407939
8	left	incongruent	left	0.484201280347068
8	left	congruent	left	0.230769192726778
8	right	congruent	left	0.280907683579139
8	left	incongruent	right	0.356032119891635
8	right	incongruent	left	0.277390558837434
8	left	congruent	left	0.260926394248805
8	right	congruent	right	0.328706684879438
8	right	congruent	right	0.274099735454593
8	right	congruent	right	0.710729686115678
8	left	incongruent	left	0.292168460195928
8	left	incongruent	left	0.349330754515371
8	right	incongruent	right	0.311830448136162
8	right	congruent	right	0.202729557560858
8	left	incongruent	right	0.386133769545536
8	right	congruent	right	0.441146273055194
8	left	congruent	left	0.248714277989355
8	left	congruent	left	0.453034825173191
8	right	congruent	right	0.417417238438638
8	left	incongruent	left	0.247294856404684
8	right	congruent	right	0.264974459116981
8	right	incongruent	right	0.343537547649849
8	right	congruent	right	0.23754211664026
8	left	congruent	left	0.258736407887248
8	right	congruent	right	0.136799778548875
8	right	congruent	right	0.204931117299732
8	right	incongruent	right	0.155941753305711
8	left	congruent	left	0.307364748268575
8	right	congruent	right	0.397288294212953
8	left	incongruent	left	0.19976207826959
8	right	incongruent	right	0.1876248987388
8	left	incongruent	left	0.37084290107834
8	left	incongruent	right	0.182840290056512
8	right	incongruent	right	0.673605960401522
8	right	incongruent	right	0.806389930400288
8	left	congruent	left	0.258123671446367
8	left	incongruent	left	0.743492891252679
8	left	congruent	left	0.398235322143875
8	left	congruent	left	0.344012055897399
8	right	incongruent	right	0.219670121927256
8	right	incongruent	right	0.385487214977537
8	right	incongruent	right	0.439398504095504
8	left	incongruent	left	0.297728125815223
8	left	incongruent	left	0.355182820747471
8	left	congruent	left	0.317594668878889
8	right	incongruent	left	0.174107433297705
8	left	congruent	left	0.422625419298554
8	left	incongruent	left	0.341500639531298
8	right	congruent	left	0.604004148287273
8	left	incongruent	right	0.403707970515694
8	right	incongruent	right	0.267055385171364
8	right	congruent	right	0.720996725372029
8	left	incongruent	left	0.334848379266466
8	right	congruent	right	0.33437562341227
8	right	congruent	right	0.268632958414409
8	left	congruent	left	0.328789332920748
8	right	incongruent	left	0.24230311112243
8	right	congruent	right	0.263246810228363
8	left	congruent	left	0.367482826367187
8	right	incongruent	left	0.139491558888924
8	right	incongruent	right	0.50289956017962
8	right	incongruent	right	0.240064115597596
8	left	congruent	left	0.294248167644044
8	left	incongruent	left	0.470461513665936
8	right	congruent	right	0.23613923078318
8	left	incongruent	left	0.173150226616809
8	right	incongruent	right	0.608668231196391
8	right	congruent	right	0.748085988465275
8	left	incongruent	left	0.633802361285021
8	left	incongruent	right	0.449598716256333
8	right	incongruent	right	0.393793289454407
8	left	congruent	left	0.293645558895809
8	left	incongruent	right	0.713824925052947
8	left	incongruent	left	0.173853937496615
8	left	congruent	left	0.663671665375716
8	right	incongruent	right	0.28584235073859
8	left	incongruent	left	0.72694330189114
8	right	incongruent	right	0.231226634738879
8	left	congruent	right	0.346782798633384
8	left	congruent	left	0.290808047827746
8	right	incongruent	right	0.361495641880177
8	right	incongruent	right	0.504831933811413
8	left	incongruent	left	0.278696686032401
8	right	congruent	right	0.20074595097107
8	left	congruent	left	0.197929449924213
8	left	incongruent	left	0.143447266572209
8	left	congruent	left	0.216651299834781
8	right	congruent	right	0.445793119031457
8	right	incongruent	right	0.703759061699621
8	left	congruent	left	0.179968018302951
8	left	congruent	left	0.3425797300879
8	left	congruent	left	0.269117391229668
8	right	congruent	right	0.299980924783174
8	left	incongruent	left	0.397255087763068
8	right	incongruent	right	0.398307484734691
8	right	incongruent	right	0.509813909792606
8	right	congruent	right	0.30855644245447
8	left	incongruent	left	0.272910767025759
8	left	incongruent	left	0.361401041933946
8	right	congruent	right	0.178526863961477
8	right	incongruent	left	0.434897707747775
8	left	congruent	left	0.245403549289279
8	left	incongruent	right	0.760411980627887
8	left	congruent	left	0.378596345672021
8	left	incongruent	left	0.364408235034302
8	left	congruent	left	0.234314455945287
8	right	congruent	right	0.324141314067552
8	right	congruent	right	0.516306463811547
8	left	congruent	left	0.375764793857213
8	left	congruent	left	0.244647205752196
8	left	incongruent	left	0.13239032269567
8	left	incongruent	left	0.314550615246076
8	left	incongruent	right	0.167530410874518
8	left	congruent	left	0.298110026044285
8	right	incongruent	right	0.285866248257982
8	left	congruent	left	0.50752994843834
8	left	incongruent	left	0.260742778462026
8	left	incongruent	left	0.909850718010578
8	right	congruent	left	0.271312372026471
8	right	congruent	right	0.237538097194655
8	left	congruent	left	0.324741417180048
8	right	congruent	right	0.223986893212602
8	left	incongruent	left	0.132124691870549
8	left	incongruent	left	0.198678476809752
8	left	congruent	left	0.317677861172502
8	left	incongruent	left	0.553530557212989
8	right	congruent	right	0.530431044543488
8	right	incongruent	right	1.15882086725241
8	left	congruent	left	0.283574847380393
8	left	congruent	left	0.157733407338697
8	right	incongruent	right	0.194781462786765
8	left	congruent	left	0.187714000617363
8	left	congruent	left	0.14818769977181
8	left	congruent	left	0.305424408581737
8	left	incongruent	right	0.880127126646262
8	left	congruent	left	0.269265687051672
8	right	congruent	right	0.627163162272121
8	right	incongruent	left	0.421230559196336
8	left	incongruent	right	0.270666866706368
8	left	incongruent	left	0.802321795836998
8	left	congruent	left	0.267753152081274
8	left	congruent	left	0.242448574105539
8	left	incongruent	left	0.343712459690298
8	right	congruent	right	0.147146171085561
8	right	incongruent	right	0.159874406889426
8	left	incongruent	left	0.419057237260647
8	right	incongruent	right	0.129917647218468
8	left	congruent	left	0.55264400467457
8	left	congruent	right	0.359423125571949
8	right	incongruent	right	0.261241748495902
8	left	incongruent	left	0.398781861347335
8	left	incongruent	left	0.665160487462125
8	right	congruent	right	0.268925580196514
8	right	incongruent	right	0.330390788578408
8	right	congruent	right	0.306953428164964
8	left	congruent	left	0.199778340116344
8	right	congruent	right	0.51897181305505
8	left	congruent	left	0.398619045950656
8	left	congruent	left	0.347070602485111
8	left	congruent	left	0.443517158534653
8	left	congruent	left	0.15774034501774
8	right	incongruent	right	0.336069768829996
8	right	congruent	right	0.460750431445097
8	right	congruent	right	0.336607929222703
8	right	congruent	right	0.506557089846393
8	right	congruent	right	0.415500876857716
8	right	congruent	right	0.33242530978614
8	right	congruent	right	0.606341147937775
8	left	congruent	left	0.182829720909477
8	left	congruent	left	0.261249696005269
8	left	congruent	left	0.147850478774206
8	left	congruent	left	0.680602855437733
8	right	congruent	right	0.318608886050259
8	left	incongruent	left	0.3848768037922
8	left	congruent	left	0.32650058625859
8	right	congruent	right	0.575208085116827
8	left	incongruent	right	0.543205550888983
8	left	incongruent	left	0.499833688394273
8	left	incongruent	left	0.689911461400405
8	right	congruent	right	0.221292163521723
8	right	incongruent	right	0.480039242554571
8	left	congruent	right	0.577829507623463
8	left	congruent	left	0.248891462062757
8	left	incongruent	left	0.212800370840271
8	right	incongruent	right	0.626388138947235
8	right	congruent	right	0.495090022763644
8	right	incongruent	left	0.301113911730419
8	left	incongruent	left	1.30442765429167
8	left	congruent	left	0.258180528819435
8	left	congruent	left	0.335847023613511
8	right	congruent	right	0.194902019104508
8	right	congruent	right	0.234565683346573
8	right	congruent	right	0.531320537782417
8	right	incongruent	right	0.239242856218637
8	left	congruent	left	0.824662888948237
8	right	incongruent	right	0.13558198656468
8	left	incongruent	left	0.658548313100499
8	right	incongruent	right	0.219836994427516
8	left	incongruent	left	0.361274322691734
8	right	congruent	right	0.233704877759742
8	right	congruent	right	0.514264459911974
8	left	incongruent	left	0.265064473277369
8	left	congruent	left	0.756070272655571
8	left	incongruent	left	0.303490143769487
8	left	incongruent	left	0.518388826384687
8	right	incongruent	right	0.18650497782903
8	left	congruent	left	0.169964203663693
8	left	congruent	left	0.213036985990852
8	left	incongruent	left	0.489560870767268
8	right	incongruent	right	0.536746173504771
8	right	incongruent	right	0.792034174478576
8	right	incongruent	right	0.801771428996282
8	left	incongruent	left	0.437832131176309
8	right	incongruent	right	0.454284739299246
8	right	incongruent	left	0.695552653097175
8	left	congruent	left	0.224064335049882
8	left	incongruent	left	0.497434645828493
8	right	congruent	right	0.367793801460225
8	left	incongruent	left	0.617313063152681
8	left	incongruent	right	0.178395225399337
8	right	incongruent	left	0.353834501658405
8	right	congruent	right	0.328691214427362
8	left	incongruent	left	0.570721242594186
8	right	congruent	right	0.193122798123543
8	right	congruent	right	0.62726115971941
8	right	incongruent	right	0.238136648496276
8	left	incongruent	left	0.307027947991862
8	right	incongruent	right	0.32057669004688
8	right	incongruent	right	0.398061461695108
8	left	incongruent	right	1.02080237125033
8	left	congruent	left	0.822136291204813
8	right	congruent	right	0.479682362902377
8	right	congruent	right	0.249724157280473
8	right	congruent	right	0.549788122547752
8	left	incongruent	left	0.360135678974225
8	right	incongruent	right	0.439654901660732
8	left	incongruent	right	0.670315380557168
8	right	incongruent	left	0.269738534356807
8	left	incongruent	left	0.184892908510063
8	right	incongruent	right	0.608897827925675
8	left	congruent	left	0.160756312236639
8	right	incongruent	right	0.515336797982749
8	right	congruent	right	0.304547594621914
8	right	incongruent	right	0.219786180032975
8	right	congruent	right	0.367460894404757
8	right	congruent	right	0.228476987516873
8	right	congruent	right	0.254708311367296
8	right	incongruent	right	1.41648401128558
8	right	incongruent	right	0.418263636044941
8	left	incongruent	left	0.344559498429236
8	left	congruent	left	0.270590587992806
8	left	incongruent	left	0.923119145726018
8	left	incongruent	left	0.476914426661623
8	right	incongruent	right	0.733708690257122
8	right	incongruent	left	0.397246119625096
8	left	incongruent	left	0.17747443791007
8	left	incongruent	right	0.405749959744917
8	left	incongruent	left	0.729879875986555
8	left	congruent	left	0.190785932300981
8	right	congruent	right	0.559098410501669
8	right	congruent	right	0.32283769025421
8	right	congruent	right	0.321558120790541
8	left	congruent	right	0.19432414643729
8	right	congruent	right	0.856617812001837
8	right	incongruent	right	0.366619624635862
8	right	congruent	right	0.161784873499424
8	right	congruent	right	0.185465298202403
8	right	incongruent	right	0.257909875134924
8	left	congruent	left	0.2384305506859
8	right	congruent	left	0.463014952154642
8	right	incongruent	right	0.558172575192311
8	left	congruent	right	0.226015875906633
8	right	congruent	right	0.371131004765908
